"ID","Sentence","Emotion"
"7144","nghiện lòng đỏ :)))","enjoyment"
"5219","lâu lâu thượng đế thanh trừ đấy phải có sinh có tử mới cân bằng","other"
"5472","đập hội đồng nào giành lại đất tổ cho palestine","other"
"4288","đv lộc cũng nhiều lúc căng thẳng lắm:))","other"
"7016","sự thật của đàn ông là nếu thích thật một ai đó thì sẽ ko nghĩ đến ch đó đầu tiên mà thích nụ cười của cô ấy hơn","other"
"7610","bán từ năm nào","other"
"6532","nuôi này khỏi nuôi chó 🤡👌","disgust"
"17","nguyễn đình thái thằng cụ m nói cùn thế thì chả chịu giờ tao nói tao cũng chưa bao giờ ăn cơm cả thì m cũng phải tin thôi 🤡","anger"
"6935","trần trung hiếu tinh tế từ bước làm quen","enjoyment"
"2227","coi coi bả kìa","enjoyment"
"3218","công an giải đáp rồi đấy còn muốn giải đến đâu nữa","anger"
"2032","nguyễn khánh linh ê","other"
"2944","cô dâu mặt xanh nét 😃","other"
"3848","tui thì kiểu: gâu hehe con c hó của mẹ nè~ (tui là đứa con 😌)","enjoyment"
"4523","tôi hays bs tư vấn là đúng đấy","enjoyment"
"2428","ko chấp nhận dc chim cút sớm","anger"
"4092","cắt tóc mẹ đi","anger"
"6637","thấy người ta tag nhau trong bl hp hẹ:((","sadness"
"1975","chắc lại toàn bã sắn dây rồi","disgust"
"7502","k bán cơm nữa thì chết đói mà bán tiếp k có tiền nộp thuế thì nhập kho 🤣","other"
"1634","thật tự hào khi mình đã được học tại nơi đây trường thpt chuyên đoàn kết lương dức dấu","enjoyment"
"6852","giỏi lắm con dai","enjoyment"
"6246","coi có chán không chứ","enjoyment"
"5197","minh anh dưỡng thê v","other"
"3014","hình ảnh các cô gái chọn nhầm chồng bạo lực","sadness"
"3019","thúy nga cưới thôi 🤭","enjoyment"
"4209","mỗi nhà t bảo vứt là vứt thật hả 🥰","enjoyment"
"4747","tao đoán k nhầm là chúng nó đang dùng mật mã với nhau để rủ đi nhà nghỉ 😆","enjoyment"
"674","vải nhiều nóng đấy các má","other"
"404","nam mô a di đà phật🙏🏻🙏🏻🙏🏻","sadness"
"4376","mannifest điểm cao đỗ nv1🍀","enjoyment"
"3594","lan anh nguyen huyền trang sếp này là sếp gì :))","other"
"5039","rất đúng quá đi thôi","other"
"959","hạnh phúc thấy cảnh này","enjoyment"
"6744","thế này chỉ có một câu là tuyệt vời ❤️❤️❤️❤️❤️","enjoyment"
"6332","vện vàng dạo này im nhỉ k thấy sủa bắc kì nữa","other"
"365","thu thủy nghĩ đến 67 tháng xa b t k thiết ăn uống j cả 😋 ăn quả mận cũng k thấy chua😂","enjoyment"
"5602","đúng trong mọi hoàn cảnh trân trọng bài viết ❤️❤️❤️","other"
"2360","kiếp trước phải nghiệp cỡ nào kiếp này mới quay trúng secret thế này🙂","disgust"
"4119","chắc con chấy nhiều lắm ms gãi từng đó 😂😂","enjoyment"
"4341","trần thị ngọc ☺️","enjoyment"
"2513","nghe vẻ diễn làm content thế nhỉ =)) chứ ng như này h chắc hiếm lắm","other"
"4227","vứt vô bồn ngồi cọ lông tắm cho nó thì co","other"
"6546","thằng láo cá chó","anger"
"3369","chứ còn gì nữa cười cười cười","enjoyment"
"6391","mấy ông có người để dắt là ngon rồi tôi đây con k có 🙂‍↕️🙂‍↕️🙂‍↕️😝😝😝","sadness"
"1995","văn tài b tôi khôn ác 🐧","disgust"
"4946","công an thôi chưa đủ còn thám tử nữa","other"
"1226","thoa thoa coi ngta kìa","other"
"5965","chăm ny cỡ v đòi j nx 🥲","other"
"485","nam mô a di đà phật cầu cho linh hồn của những nạn nhân sớm được siêu thoát khổ nhất người con ở lại khi nghe được tin sét đánh ngang tai này 😭😭😭","sadness"
"5493","kim phượng🥰🥰","enjoyment"
"4441","trông bsi phờ phạc quá😒","disgust"
"5733","má ng chấm bài chắc sốc lắm","other"
"984","t là con gái nhưng tôi không khùng đến mức đó vì tôi không lấy chồng :))","other"
"721","chả có gì hay chắc có bọn dân tóp tóp khuyết tật mới hay","disgust"
"7468","dương trần quốc thịnh cho xin 5tr","other"
"3835","y con mình mình ôm con vào lòng và nói chó con của mẹ xong con cũng nhụi đầu vào lòng mình rồi nói chó mẹ của con xong có bữa mình nói con trai cưng của mẹ thì ảnh lại nói ôm nói mình là con gái cưng của con 😅","enjoyment"
"5669","vũ nguyên hmm lỡ viết có seo hoggg ta","fear"
"4547","ddoox baor anh hạu quả của việc thức khuya ăn uống đồ ăn nhanh","other"
"3000","đêm tân hôn làm thịt đúng nghĩa luôn","other"
"5711","em xin ngủm trước đủ wow r đó","enjoyment"
"1615","xin chúc mừng trường thpt đoàn kết đã có một bước tiến đáng tự hào trong hành trình đổi mới giáo dục – xây dựng thành công một môi trường học tập hạnh phúc thân thiện nơi học sinh không chỉ tiếp thu tri thức mà còn được phát triển toàn diện về kỹ năng và nhân cách kính chúc nhà trường ngày càng phát triển vững mạnh tiếp tục lan tỏa những giá trị giáo dục nhân văn và bền vững đến nhiều thế hệ học sinh","enjoyment"
"6281","minhh caoo thời tới cản không kịpp=))","enjoyment"
"2091","yến nhân lê nguyễn chuyển sinh tôi thành con chó :))))","other"
"1689","minh hiếuu phan huyền đi học đi b","other"
"6983","thuỳ trang nghe mà rạo rực","enjoyment"
"6204","nhưng đã trễ vì ý định đã không đi tìm nữa đồng nghĩa với từ bỏ nên có xuất hiện hay không cũng không còn quan trọng","other"
"7556","trên mạng hôm trc có bài “ đi ẻ cũng mất thuế” sắp tới con dân vn sẽ được hưởng những đồng thuế từ bãi cứcc ẻ ra 🙂","disgust"
"5932","mèo có giáo dục chủ nhỏ vô nhân ái 🥰🙃🙃😛","other"
"6948","e thik kiur này","enjoyment"
"4353","manifest điểm cao🍀🍀🍀","enjoyment"
"3544","2 thằng đực cười ỉa 🤣🤣🤣🤣","enjoyment"
"3907","nglam kngoc nhìn đường k rõ nỗi:))","other"
"3241","nhưng mà mẹ bỏ rơi cha không quan tâm vậy ai khổ","sadness"
"7265","19m2 = 2/3 phòng ngủ của mình :) ko thể tin được","surprise"
"6567","những con như này trêu mới sướng 😆","enjoyment"
"648","trang hit kb giống ai :)))))","enjoyment"
"5757","chạy kiểu gì vậy trời ban ngày chứ có phải ban đêm đâu","surprise"
"6380","đọc comment cười xỉu yen pham","enjoyment"
"6186","đọc mãi ko hiểu","anger"
"747","có ak anh tập vừa tài trợ cho ít thiết bị mà còn có a 3 kít tan a tin nữa 🤣🤣","disgust"
"6925","tới luôn dii anh","enjoyment"
"4113","trần thùy dương tóc tao cbi giống tóc bé này r","other"
"4845","vậy thích 1 người đàn ông giống con gái thì cũng ko phải gay vì cơ bản là vẫn thích con gái 🙃","other"
"5041","kkkkkk chuẩn ạ","enjoyment"
"4620","em rán nhé sau này a giàu a hứa a sẽ mua phở cho em ăn còn a dẫn con khác đi ăn nhà hàng","disgust"
"1473","nguyễn thiện bực mình heo nha👿","anger"
"4636","thật hạnh phúc khi cả 2 đều yêu nhau","enjoyment"
"939","lầyss týss kaoo cũng bất lực 🥴","enjoyment"
"2439","ngọc tây eo ôi sợ quá phải mua 57 quả nữa về ăn dằn mặt mấy thằng mặc váy ntn","disgust"
"1232","tao báo công an nha chưa","anger"
"7126","mình cũng thế 😁","enjoyment"
"3645","chắc tôi không ngừng cười quá 😂😂","enjoyment"
"3739","ngay lúc 18 giờ ngày hôm nay nè tôi giục thằng con trai tôi tập trung học bài đi đĩ ơi nó đáp mẹ cũng tập trung làm việc đi đĩ ơi 🫠🫠🫠","enjoyment"
"6083","lê hoàng bảo tương lai của anh","other"
"5045","ky tran chính hắn","other"
"633","huỳnh m khương ck ngta","other"
"5117","cm hạnh phúc thế cho yêu với:)))","enjoyment"
"1991","khôn như chó","enjoyment"
"5729","i gone thành i gooner i come back thành i cum back shoot thành back shot tôi nghĩ đã đến lúc ko nên học slang language","other"
"2324","cường cận y hệt ẻm mic","other"
"6328","chiến tranh khổ người dân vô tội và trẻ em","sadness"
"4111","chắc chắn con bé đâu chi rất nhiều","other"
"4054","bị chí ngứa ác zị á","surprise"
"276","nằm khoản 2 hoặc 3 😂😂","enjoyment"
"1203","vuii nhể cho yêu với kkk","disgust"
"7209","đỉnh coa thiết kế quá đẹp trời ơi 😭😭😭","enjoyment"
"2161","bài này muợn đi viết thi thì hết nc chấm 😋 rất nhiều vốn từ","enjoyment"
"5648","no star no star","other"
"4264","anh ah chúc anh bịnh ăn vui mím cười là vk phải biết điều bưởi sang nhiều lặng lượng yêu nhớ anh nhiêu","enjoyment"
"2295","emmm đòi rờ nhiều cưng ghê","enjoyment"
"6021","mình thì toàn lão ck gắp đồ a sang làm minh lấy gần chục năm tăng từ 48 lên 63ck thì như cá mắm","other"
"909","xử phạt tài xế có hành vi vứt tăm ra đường","other"
"2642","bình yên mời kiến trúc sư tương lai nhận xét :)","other"
"5872","dang yeu qua","enjoyment"
"1001","anh ken thấy ghét","disgust"
"3431","mày còn ơi thì nó còn lập tài khoản ảo mày không trả lời hoặc ngay từ đầu gõ: “cút” nó lại khác ngay","disgust"
"859","này mà gặp hùng nguyễn là ăn vạ lấy tiền bh roi","disgust"
"3929","quỳnh như hihi","enjoyment"
"2560","đọc comment cười hơn coi clip","enjoyment"
"4912","vậy => đàn bà cũng bị les 😆😆😆","other"
"1116","toiii rung động 😅","enjoyment"
"2975","you might eat the bride","fear"
"3462","không tin yêu làm đéo gì","anger"
"281","dung đinh em sẵn sàng chưa","other"
"6113","diễm phan sắp sắp rồi😂","other"
"2710","hồng quyên kiểu muốn có nhà riêng mà ko có tiền kkk","other"
"1595","khủng hoảng niềm tin vs mẹ bắp không lôi ra ánh sáng thì thật có lỗi vs bao mảnh đời","anger"
"5054","hnhu là a dương fg :)","other"
"5288","đi đầu thai chứ còn đi đâu nữa","other"
"6432","làm quá lên trộm cắp gì mà sợ","disgust"
"7214","sợ thật 19m2 thì còn chưa bằng cái phòng khách nhà tui nữa mà ng ta sắp xếp ngăn nắp gọn ghẽ nhìn vừa đẹp vừa rộng đây mk cũng rộng mà rộng vì éo có gì để sắp xếp luôn","surprise"
"5355","ước gì học phí các thầy cô cũng quên như vậy thì thật đáng tuyên dương các thầy cô","other"
"2134","thế thì mới gọi đc nhiều vốn :)))","other"
"3373","ngọc ngân nè vợ 😊","enjoyment"
"3614","thiên tâm anh dám không","other"
"6283","vui biết mấy","enjoyment"
"516","đá lưỡi suốt cơ mà cay thật ấy","anger"
"5616","cực đoan thì ko hay","other"
"3952","vu dang khoa nhíu anh nhờ🥰","enjoyment"
"5246","siêu tốc độ à","other"
"3327","cố gắng nhé cô gái 😄","enjoyment"
"2563","lão hạc tolet kiểu đó ổn cho mất cụ nằm 1 chỗ nhỉ","other"
"7080","trâm lê fb chồng nó hiện gì v nè😂","enjoyment"
"2934","cat đây rồi mouse đâu 🙄","other"
"5426","hauthi bị lsraen bắt nạt lâu rồi bây giờ dựa vào cuộc tấn công vào lsraen là họ chơi tới bến luôn lsraen ơi bớt thánh tướng lại","other"
"6868","1000đ của ít lòng thành 🐸","disgust"
"6524","nhìn biết ngay đô tốc độ 🤣","enjoyment"
"954","lee anhh you của tương lai🥰","enjoyment"
"5321","manifest đỗ chuyên cva ạaa","other"
"1626","nhớ thầy cô quá😍","other"
"2420","thanh hậu tự hào quá vì chồng c ko ăn đc nhưng vợ bảo thèm thì sẵn sàng mua🤣","enjoyment"
"4975","thua đời 20 vì vợ vừa là con gái vừa có thẻ ngành đm 🥲","sadness"
"4210","e tưởng poppy trần ngọc lợi","other"
"4276","cũng do sai mà mất đi mối tình này","sadness"
"4093","thấy thương mà","sadness"
"5871","yêu quá trời ❤️❤️❤️","enjoyment"
"1131","dễ thương ghê ai nhìn cũng phúc hậu","enjoyment"
"6999","chuan không cần chinh","enjoyment"
"6359","lin đỗ anh chắc cũng thế vợ nhở","other"
"2591","t đã cười và cười rất nhiều","enjoyment"
"997","trọng phan cx giống giống đó:))","enjoyment"
"1225","sư bố anh chị 🥹","disgust"
"1720","đinh phương linh oce mè🌝","enjoyment"
"4706","chỉ biết ước 💨🖤🖤","other"
"7425","tuong van điên lắm r","anger"
"5790","nam mo a di đà phật","sadness"
"6688","p tiến mất kết nối ạ :(((","other"
"5791","nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹 nam mô tây phương cực lạc thế giới đại từ đại bi tiếp dẫn đạo sư a di đà phật 🙏🙏🙏🙏🙏📿📿📿📿📿🙇🙇🙇🙇🙇🌹🌹🌹🌹🌹","sadness"
"2576","bực là bật thiên tài mới thiết kế đc chứ làm video đã là gò","enjoyment"
"6987","dạ thật khum anh","enjoyment"
"494","ải 49 hơi căng nhỉ ae có kế sách gì để qua ải chưa","fear"
"2289","con chó tui thì đòi ẳm vãi đạn thiệt","other"
"3301","bỏ cái gì cũng được chứ đừng bỏ con mình sinh ra và người sinh ra mình","other"
"3534","cưới con này khổ cả đời vì tư duy nó chỉ toàn drama và kéo đàn ông xuống","disgust"
"3353","i love your mind in my mind","enjoyment"
"2264","ui giống em bé nhà mình quá","enjoyment"
"3294","em luôn nỗ lực nhưng năng lực của em kém quá😥","sadness"
"5663","i love pusy😍","other"
"1584","mẹ bắp cao cả lắm dám ứng tiền ra để chữa trước 13 tỷ cho con sau mạnh thường quân đóng vào cô lấy lại sau một hành động thật sự cao cả ))","other"
"4318","chúng mình đang yêu thôi nhưng sau những lần cãi nhau mình nói hết tâm tư của mình anh cũng nói suy nghĩ của anh","other"
"2795","người viết là đờn ông","other"
"3214","vụ này biết đến do đi làm về dừng đèn đỏ được người thân là ba chị phát tờ rơi nên ám ảnh mãi do cũng ở gần đó sau vụ này cũng sợ sợ ít dám đi qua chung cư này trước công ty cũ mình là ngay sát nhà của chị này luôn nhà bán phụ kiện điện thoại ở thảo điền thấy em trai của chị cũng hay đăng bài cập nhật tình hình gia đình đi kêu oan mãi trong vô vọng thương kinh khủng thôi thì ông trời có mắt cứ để luật nhân quả báo ứng thực thi thôi xót cho kiếp người phụ nữ lấy nhầm chồng xong là gia đình tan nát luôn :(","sadness"
"3348","mỹ trâm kể dài thòn lòn","other"
"151","phg nghi bữa có chỉa cam k z","other"
"5693","nhận ngay speaking 10 luôn","other"
"1531","ko làm được gì con hoà nhỉ thấy có mtq kiện rồi kia mà ức chế thật","anger"
"2220","dễ thương quá đi","enjoyment"
"4128","đáng yêu quá à","enjoyment"
"6774","rất chuyên nghiệp 👍","enjoyment"
"2941","tôi nghi cô dâu không qua nổi con trăng này quá","fear"
"6751","lm t nhớ đến hồi cấp 2 có thằng bạn thi nhảy bao bố bị tụt quần 😖","sadness"
"1921","nghịch lý bán hàng k khoe k bán dc mà khoe là bị bế","disgust"
"1566","nó lặn đâu rồi mn","other"
"2816","thì đúng con mẹ nó rồi còn gì nữa😩","disgust"
"5778","k hiểu luôn🙏🏼🙏🏼🙏🏼","other"
"7085","văn thịnh chúng ta chỉ làm bạn 😐🤧🤧","other"
"3833","bị r 😑 kêu nó con là con chó con nó nói mẹ là con chó mẹ","sadness"
"4906","nói vậy khác nào bảo ăn cơm = ăn cức :v","other"
"4559","bs ơi còn can si không","other"
"448","đoàn diệu linh eo ơi sợ vai","fear"
"441","đau thương quá","sadness"
"6010","nguyễn ngọc hoàng anh tềnh iu ch kịp tăng cân nặng đã tăng lên vù vù trộm vía rời xa gái a giảm đc 5kg r","other"
"5256","quá đẳng sờ cấp","enjoyment"
"2927","hạnh phúc ending anh thư","enjoyment"
"3642","nguyễn thái hòa quá hợp 👍👍","enjoyment"
"4958","linh cảm con gái nó hay lắm 🤣","enjoyment"
"2912","trong đêm động phòng chú rể nói với cô dâu là “ anh sẽ ăn tươi nuốt sống em” 😄","other"
"1949","lại bay màu :))","disgust"
"6324","gaza bị ít xà nó ném bom thì chẳng ai nói gì","disgust"
"6499","giao diện mồn lèo nhưng hệ điều hành pitbull","enjoyment"
"3850","anh thư sau này của voi con =))","other"
"7039","tao mua cái điện thoại về chỉ để xem những cái thứ này sao chả nhé lại đập mẹ nó đi","anger"
"3955","nguyễn tường nhíu anh nhờ","enjoyment"
"6781",":)) quần tụt nhưng ý chí thì ko","enjoyment"
"6720","cái quần phản chủ","other"
"7059","ksor hà dương nghe chx 😂","other"
"3263","cố lên nào :(","sadness"
"456","cổng mỹ hào hưng yên","other"
"5417","chia lửa với iran lửng mật houthi chỉ việc quậy bắn rớt lài máy bay là đc","other"
"2564","phuong phuong nhưng giá mà có thể xả nước như mấy cái toilet ngồi chứ nó bắn nước từ trên cao thế kia thì cái tỉ lệ xảy ra những tình huống như đống comment trên là rất cao :))","other"
"606","hết cơm tró rồi naytới mèo tổ sư chúng mày 😒😒😒","anger"
"6702","răng mà biệt xứ cái này là trách phụ huynh đả k chu toàn lo cho con hoan hô tinh thần thi đấu hết mình của cháu","disgust"
"4597","nguyễn hiềnnào lưu zề","other"
"7566","má trên đời có kiểu vô lý như này vẫn tồn tại được bọn ni bị bại não hà trời","anger"
"5846","hời ơi thìcũng vì miếng cơm manh cá cả thôi mà","other"
"5068","dễ thương dạ :3","enjoyment"
"1709","trường đoàn kết học xong lấy đươc chồng luôn","disgust"
"2842","đàn ông khổ vì sau khi địt thì chim teo còn đàn bà thì bao nhiêu cho đủ khổ dài dài","other"
"4570","sếp nhật luân lưu về dùng nè","other"
"419","trời đau lòng quá tâm trạng bạn đang ở nhật giờ chắc suy sụp lắm mong mọi chuyện sẽ ổn vs bạn ấy","sadness"
"764","hải dương mạnh vậy","other"
"4298","da em nho anh dung luônvj nhau nhượng nhjn","enjoyment"
"3782","bông : “ em bông như là con gấu bông ý” mẹ cún: “ đúng rồi” bông: “ mẹ cún như là con chó cún ý” 😳","other"
"4412","mong mình sẽ đỗ nv1☘️☘️☘️☘️","other"
"2256","1 cũng có 1 e bé giống v có bầu mà nhõng nhẽo lắm hiền khô ah đẻ đc 1th bị cẩu tặc trộm mất để lại 5 con","sadness"
"1836","luật này chưa được áp dụng tại vn thì phải","other"
"1109","bắt đc mấy đứa đang tủm tỉm cười =))))","disgust"
"5150","clm chuẩn vl luôn đúng dương fg rồi =)))","other"
"1252","tui thích người tẻn tẻn giống tui mấy bà ạ 🤭","enjoyment"
"634","ngoc nguyen ghê dzạ","surprise"
"2754","vất vả nhưng chiều còn được đi uống bia tao đây éo yên ngày nào đây","anger"
"344","ko nói số năm chị nghỉ còn dám làm nhìn số năm chị nghỉ là e niệm lun 🤣","enjoyment"
"7590","thu hồi tài sản mấy cái ng buôn bán hàng giả ấy","other"
"2656","khó vậy cũng nghĩ ra được 😂","enjoyment"
"7374","lee hwang alina minaska vô nhận đề này","other"
"2947","cô dâu nên đề phòng chú rể nhé 😂😂","other"
"2603","yết nhi cái toilet trong phòng đúng theo yêu cầu mà 🤣","other"
"734","bọn tuyên giáo iran này phải cho đi học lại làm mấy cái ảnh ai cũng không ra hồn 😁😁😁","disgust"
"1839","giờ tao chỉ mong nhanh xử vụ con mụ thúy (vợ ca sĩ khánh phương ấy) mấy công ty bđs nhật nam rồi sông đà của nó lừa bao nhiêu tiền của bao nhiêu người riêng mẹ tao là 13 tỉ rồi","anger"
"7041","vẫn cần tình dục nhé nếu k có nó đối phương sẽ không cần bạn thì dù có yêu nhau đi nữa cũng chẳng vui vẻ gì","other"
"905","mấy thằng ngu này sao có oto đi hay z","anger"
"6077","thu trang mập cute 🤭","enjoyment"
"1552","mẹ bắp đớp ko trượt phát nào =))))","disgust"
"4835","chia buon vs gd","sadness"
"1515","việt nam ko có những ng như e hoà nhé","anger"
"5793","nguyễn ngọc toàn ôi anh oi","other"
"994","nhưư em để để paa diễn y vậy","other"
"4721","đã nghèo thì đừng nên yêu tốn time","other"
"4193","dễ thươngggg","enjoyment"
"5333","chúng tôi vẫn trả mà chỉ là chúng tôi quên thôi 🤣🤣🤣","enjoyment"
"6698","nhảy tuột quần là có thiệt","surprise"
"133","trần quốcanh lê tiến thành cảnh này thật quen thuột:))","enjoyment"
"2179","cơ bản cố tình mặc phản cảm thì xác định nhận lời không hay và ánh nhìn phán xét bạn có quyền tự do ăn mặc thì chúng tôi cũng có quyền đánh giá những cái đánh giá vô hình tạo nên tiêu chuẩn chung của xã hội mà đã là tiêu chuẩn chung thì việc bạn làm trò khác người thì bị phán xét là đúng rồi chúng tôi đa số là người bình thường đều có tham sân si ko phải phật :))","disgust"
"6510","biết sao xích cổ r đó","enjoyment"
"4566","tự dưng ta lướt thấy giống m hải lâm như 2 giọt nước:))","other"
"4423","e năm nay 38 tuổi chưa bao giờ động đến 1 giọt trà sữađồ ăn vặtăn nhanh e ko ăn","other"
"5591","thế giới ko chỉ có trắng và đen nó đa dạng và phức tạp hơn rất nhiều tư duy nhị nguyên giúp đơn giản vấn đề nhưng lại cứng nhắc và quá rạch ròi suy cho cùng ko có gì là tuyệt đối mọi thứ đều là tương đối","other"
"3785","con tôi nó chơi với bà nó bảo con làm con ong nhé bà nó bảo ừ cái nó chu mỏ lên zzzzz xong nó quay ra bảo bà bà làm chó đi :)))","enjoyment"
"2825","thôi đi ông ơi mấy cái tus này chỉ có mấy ông mình vô đọc tự an ủi chứ ai thèm quan tâm nói nhiều chi cho mệt 😜","other"
"3350","tớ cần tìm một bạn biết yêu tớ chăm (trẻ) độ tuổi từ 18 đổ lên trẻ cần chăm cao 1 mét 77 đẹp trai biết chơi thể thao cụ thể ( đá bóng đánh cầu…) mỗi tội nhà nghèo","enjoyment"
"1359","minhh quânn xin","other"
"5608","người bảo rượu người nói cồn nhưng thực chất 2 thứ này ai uống nhiều đều say gọi nhị say","other"
"4325","uyển nhi nhớ nhé zk🥰","enjoyment"
"6633","kìa mèo nhà t đấy chiến chuaaa minh huế","other"
"2012","ngọc sáng ai thôi lỗi chỗ bật quạt 1 bên mà nằm bên k có quạt =))))","disgust"
"1263","diễm diễm nhì nhèo vào việc luôn","other"
"5771","xã hội mất đi 1 thần gió rồi chia buồn cùng bác tài","disgust"
"2590","lính của đạt văn tây","other"
"1891","trâu gác bếp nhưng cốt là heo nái 😀","other"
"3306","quá đủ khổ rồi","sadness"
"3625","lộn rồi con voi quay ra trước chứ","other"
"5990","ck t thì ăn ít hơn t","other"
"4720","chàng trai đó thật hạnh phúc còn mình bao h ms dc họ đối xử như vậy","sadness"
"3223","chắc chìm xuồng rồi á tội gia đình quá mà không biết làm sao giúp","sadness"
"1834","lùa gà được 2500 tỏi sau mấy năm dùng tiền đấy làm ăn lùa gà lần thứ n tiếp thì chắc giờ phải ngoài 10000 tỏi","disgust"
"5975","tới lúc mập xấu như chó lại bảo e chán ngấy a rồi 🥴🥴 vãi lòng chơi đúng mất dại","disgust"
"5947","chồng tôi 72kg lên 93kg 😆😆😆","enjoyment"
"963","coi tay ổng kìa😅","enjoyment"
"384","muốn làm ở lĩnh vực tài chính đầu tư thì cần văn sử địa toán tiếng anh thầy ơi giờ em mới nhận ra 😁 môn nào cũng quan trọng vấn đề dùng kiến thức từ môn đó như thế nào","other"
"7147","tui 1 trong số đó 😅😄","enjoyment"
"423","nghẹn ngào quá tội bạn quá","sadness"
"4604","hoàng châu 😬","other"
"7166","nhà đc hẳn 3 đứa😂😂 cái phần con màu trắng bố mẹ phải nhồi cố cho hết😅","other"
"4066","rối như chùi nồi","other"
"2431","mấy cái mess nền trái tim này bất ổn lắm nè","other"
"4469","chưa có chồng có khám siêu âm đầu dò được không bác cho lời khuyên","other"
"4571","cát khánh tặngg nè","other"
"1516","sao vẫn chưa bị bế đi dị 🤓","surprise"
"3874","ngày còn bé mình nói “ con gái iu ơi “ ẻm thì “ con gái mẹ ơi “ 😅😅😅","enjoyment"
"781",":v nhục cái mặt thật","disgust"
"6583","mặt thấy ghét ghê hk","disgust"
"5320","manifest đỗ 🫛🍀🍀","other"
"7458","quynh anh học ai eo xong cái gì t cx biết🧎🏻‍♀️","other"
"4430","nguyễn thùy linh thức muôn ít thôi nhé","other"
"532","coi mà cay éo chịu được 🥴","anger"
"5519","vy nguyen giống giống:)))","enjoyment"
"945","trinh em cũng cũng tựa tựa","other"
"2953","tâm đầu ý hợp à","other"
"1111","có ai vừa xem vừa cười vừa thấy khoái khoái như tao không 😆","enjoyment"
"2733","con người ai cũng vậy tự cho mình là đúng","other"
"970","dam thor dấu hai chấm và hai dấu ngoặc cho tui","other"
"4123","đúng nhưng mà ông ấy vứt tôi ra đường","other"
"2382","nghiệp bà phải nặng cỡ nào kiếp này mới với phải bãi c thế này","sadness"
"4010","cuộc sống áp lực từ bé","other"
"6302","ngừng đi tìm thì mất luôn chứ xuất hiện gì :()","other"
"919","biến động số dư 50000000vnđ mới mở mắt mới hết buồn nôn chóng mặt chị nhé","enjoyment"
"2194","mặc gì thì mặc miễn không ở trần ra đường là được rồi ăn mặc tùy theo mục đích với sở thích của từng người nếu mà ăn mặc sexy thì đàn ông bọn tôi sẽ nhìn bằng con mắt của giống đực rồi abc xyzz chuyện sẽ đến vs cô ấy rồi bla bla còn ăn mặc chỉn tề thì bọn tôi thấy là cái đẹp cute ô mai que bla bla nói chung việc bạn làm hôm nay sẽ quyết định con người bạn sau này tôi đọc bài ông anh thấy mệt cứ lấy đạo đức thuần phong mỹ tục ra o ép ng khác làm gì không đánh giá nhưng mà là đang đánh giá rồi","anger"
"1251","huyền cười đin","enjoyment"
"687","kiên ngô trung muốn đi hải phòng chơi quá","other"
"2787","đàn ông thương vợ thì gian nan đàn bà thương ck thì vất vả …2 đứa thương nhau thì đông con vđ 😝","enjoyment"
"3190","bích thảo giống nhau","other"
"4150","sao mà ngoan thấy cưng quá zay","enjoyment"
"2527","đi làm còn cỡ đó nếu nghén quá nghỉ ở nhà thì ko biết cỡ nào :)))","disgust"
"3597","nhân viên là nam :))) rén ngang đứng dậy đi làm ngay","enjoyment"
"1159","tui cũng cười dễ thương quá 🥹","enjoyment"
"6676","đúng đúng rất cay:)) nên xin phép nhaa","anger"
"4615","có 15k thì yêu thương kiểu gì","disgust"
"588","ngua het ca dit","anger"
